date,name,relative_popularity,nationality,page_views,edits,profession,popular
2018-03-31,Nelson Mandela,19.25,SA-CP,322133,29,Politics,no
2018-04-30,Nelson Mandela,26.4,SA-CP,586806,17,Politics,yes
2018-05-31,Nelson Mandela,21.5,SA-CP,346558,10,Politics,no
2018-06-30,Nelson Mandela,17.0,SA-CP,271528,9,Politics,no
2018-07-31,Nelson Mandela,36.8,SA-CP,733636,55,Politics,yes
2018-08-31,Nelson Mandela,21.5,SA-CP,352695,15,Politics,no
2018-09-30,Nelson Mandela,19.4,SA-CP,286848,7,Politics,no
2018-10-31,Nelson Mandela,17.25,SA-CP,284209,10,Politics,no
2018-11-30,Nelson Mandela,20.75,SA-CP,300283,5,Politics,no
2018-12-31,Nelson Mandela,18.0,SA-CP,285774,13,Politics,no
2019-01-31,Nelson Mandela,18.0,SA-CP,288137,14,Politics,no
2019-02-28,Nelson Mandela,19.75,SA-CP,279175,13,Politics,no
2019-03-31,Nelson Mandela,18.2,SA-CP,282175,7,Politics,no
2019-04-30,Nelson Mandela,19.25,SA-CP,282649,19,Politics,no
2019-05-31,Nelson Mandela,19.5,SA-CP,317865,15,Politics,no
2019-06-30,Nelson Mandela,16.0,SA-CP,269868,11,Politics,no
2019-07-31,Nelson Mandela,20.75,SA-CP,341580,7,Politics,no
2019-08-31,Nelson Mandela,17.75,SA-CP,308627,8,Politics,no
2019-09-30,Nelson Mandela,19.0,SA-CP,306442,10,Politics,no
2019-10-31,Nelson Mandela,17.5,SA-CP,294384,12,Politics,no
2019-11-30,Nelson Mandela,20.25,SA-CP,341968,10,Politics,no
2019-12-31,Nelson Mandela,16.0,SA-CP,245158,21,Politics,no
2020-01-31,Nelson Mandela,20.0,SA-CP,277406,4,Politics,no
2020-02-29,Nelson Mandela,20.25,SA-CP,338887,19,Politics,no
2020-03-31,Nelson Mandela,16.8,SA-CP,280582,11,Politics,no
2020-04-30,Nelson Mandela,19.5,SA-CP,356275,8,Politics,no
2020-05-31,Nelson Mandela,22.8,SA-CP,379356,6,Politics,yes
2020-06-30,Nelson Mandela,23.0,SA-CP,454186,13,Politics,yes
2020-07-31,Nelson Mandela,25.25,SA-CP,473394,28,Politics,yes
2020-08-31,Nelson Mandela,17.4,SA-CP,322976,23,Politics,no
2020-09-30,Nelson Mandela,18.0,SA-CP,386386,3,Politics,no
2020-10-31,Nelson Mandela,16.75,SA-CP,371642,11,Politics,no
2020-11-30,Nelson Mandela,16.6,SA-CP,339727,6,Politics,no
2020-12-31,Nelson Mandela,14.25,SA-CP,282782,22,Politics,no
2016-01-31,Albert Einstein,43.4,DE-BW,610666,25,Science,yes
2016-02-29,Albert Einstein,61.25,DE-BW,894173,41,Science,yes
2016-03-31,Albert Einstein,47.5,DE-BW,666550,27,Science,yes
2016-04-30,Albert Einstein,42.75,DE-BW,532284,22,Science,yes
2016-05-31,Albert Einstein,40.8,DE-BW,578912,34,Science,yes
2016-06-30,Albert Einstein,36.5,DE-BW,494863,16,Science,yes
2016-07-31,Albert Einstein,32.4,DE-BW,450372,68,Science,yes
2016-08-31,Albert Einstein,35.75,DE-BW,459520,22,Science,yes
2016-09-30,Albert Einstein,39.75,DE-BW,551232,14,Science,yes
2016-10-31,Albert Einstein,40.6,DE-BW,616742,31,Science,yes
2016-11-30,Albert Einstein,38.25,DE-BW,527749,17,Science,yes
2016-12-31,Albert Einstein,36.0,DE-BW,536380,16,Science,yes
2017-01-31,Albert Einstein,37.8,DE-BW,579217,27,Science,yes
2017-02-28,Albert Einstein,41.5,DE-BW,601765,26,Science,yes
2017-03-31,Albert Einstein,46.0,DE-BW,704427,12,Science,yes
2017-04-30,Albert Einstein,53.0,DE-BW,1118439,29,Science,yes
2017-05-31,Albert Einstein,56.5,DE-BW,1724865,23,Science,yes
2017-06-30,Albert Einstein,50.5,DE-BW,1290713,23,Science,yes
2017-07-31,Albert Einstein,36.2,DE-BW,673518,11,Science,yes
2017-08-31,Albert Einstein,35.5,DE-BW,516526,25,Science,yes
2017-09-30,Albert Einstein,37.5,DE-BW,525369,19,Science,yes
2017-10-31,Albert Einstein,42.4,DE-BW,627396,14,Science,yes
2017-11-30,Albert Einstein,37.75,DE-BW,531992,10,Science,yes
2017-12-31,Albert Einstein,35.2,DE-BW,489647,16,Science,yes
2018-01-31,Albert Einstein,38.5,DE-BW,575437,14,Science,yes
2018-02-28,Albert Einstein,38.25,DE-BW,508887,38,Science,yes
2018-03-31,Albert Einstein,55.25,DE-BW,1048321,13,Science,yes
2018-04-30,Albert Einstein,37.4,DE-BW,516582,35,Science,yes
2018-05-31,Albert Einstein,36.25,DE-BW,547757,39,Science,yes
2018-06-30,Albert Einstein,33.0,DE-BW,531810,31,Science,yes
2018-07-31,Albert Einstein,30.2,DE-BW,502900,13,Science,yes
2018-08-31,Albert Einstein,34.0,DE-BW,502343,29,Science,yes
2018-09-30,Albert Einstein,37.8,DE-BW,527434,33,Science,yes
2018-10-31,Albert Einstein,35.5,DE-BW,571772,14,Science,yes
2018-11-30,Albert Einstein,35.75,DE-BW,528624,23,Science,yes
2018-12-31,Albert Einstein,35.0,DE-BW,472932,18,Science,yes
2019-01-31,Albert Einstein,36.5,DE-BW,527083,7,Science,yes
2019-02-28,Albert Einstein,40.0,DE-BW,468781,10,Science,yes
2019-03-31,Albert Einstein,41.6,DE-BW,594459,18,Science,yes
2019-04-30,Albert Einstein,41.0,DE-BW,540724,13,Science,yes
2019-05-31,Albert Einstein,35.5,DE-BW,531548,14,Science,yes
2019-06-30,Albert Einstein,30.6,DE-BW,441433,16,Science,yes
2019-07-31,Albert Einstein,29.75,DE-BW,447029,19,Science,yes
2019-08-31,Albert Einstein,33.5,DE-BW,459955,25,Science,yes
2019-09-30,Albert Einstein,36.8,DE-BW,520901,8,Science,yes
2019-10-31,Albert Einstein,35.25,DE-BW,509667,26,Science,yes
2019-11-30,Albert Einstein,35.75,DE-BW,474370,38,Science,yes
2019-12-31,Albert Einstein,31.2,DE-BW,405008,25,Science,yes
2020-01-31,Albert Einstein,33.75,DE-BW,454876,21,Science,yes
2020-02-29,Albert Einstein,37.25,DE-BW,452929,14,Science,yes
2020-03-31,Albert Einstein,36.6,DE-BW,498892,29,Science,yes
2020-04-30,Albert Einstein,37.25,DE-BW,553647,21,Science,yes
2020-05-31,Albert Einstein,39.0,DE-BW,613475,12,Science,yes
2020-06-30,Albert Einstein,34.25,DE-BW,524338,8,Science,yes
2020-07-31,Albert Einstein,32.25,DE-BW,521913,21,Science,yes
2020-08-31,Albert Einstein,33.0,DE-BW,510842,50,Science,yes
2020-09-30,Albert Einstein,36.75,DE-BW,552640,30,Science,yes
2020-10-31,Albert Einstein,35.75,DE-BW,534873,28,Science,yes
2020-11-30,Albert Einstein,32.8,DE-BW,493786,43,Science,yes
2020-12-31,Albert Einstein,30.5,DE-BW,488611,22,Science,yes
2016-01-31,Emma Watson,16.6,UK-LDN,518763,12,Cinema,yes
2016-02-29,Emma Watson,15.5,UK-LDN,401194,10,Cinema,yes
2016-03-31,Emma Watson,13.5,UK-LDN,374452,3,Cinema,no
2016-04-30,Emma Watson,14.75,UK-LDN,403750,8,Cinema,yes
2016-05-31,Emma Watson,18.0,UK-LDN,544212,29,Cinema,yes
2016-06-30,Emma Watson,15.25,UK-LDN,392626,7,Cinema,no
2016-07-31,Emma Watson,15.4,UK-LDN,449764,6,Cinema,yes
2016-08-31,Emma Watson,13.0,UK-LDN,406414,4,Cinema,yes
2016-09-30,Emma Watson,15.25,UK-LDN,464036,10,Cinema,yes
2016-10-31,Emma Watson,13.8,UK-LDN,419907,4,Cinema,yes
2016-11-30,Emma Watson,16.5,UK-LDN,601048,8,Cinema,yes
2016-12-31,Emma Watson,14.5,UK-LDN,528818,7,Cinema,yes
2017-01-31,Emma Watson,18.0,UK-LDN,648606,8,Cinema,yes
2017-02-28,Emma Watson,20.5,UK-LDN,587491,18,Cinema,yes
2017-03-31,Emma Watson,69.75,UK-LDN,1530836,39,Cinema,yes
2017-04-30,Emma Watson,23.6,UK-LDN,790985,37,Cinema,yes
2017-05-31,Emma Watson,16.5,UK-LDN,531202,15,Cinema,yes
2017-06-30,Emma Watson,16.0,UK-LDN,515196,13,Cinema,yes
2017-07-31,Emma Watson,15.0,UK-LDN,492544,10,Cinema,yes
2017-08-31,Emma Watson,12.75,UK-LDN,401810,8,Cinema,yes
2017-09-30,Emma Watson,11.75,UK-LDN,397557,6,Cinema,yes
2017-10-31,Emma Watson,11.6,UK-LDN,386305,8,Cinema,no
2017-11-30,Emma Watson,11.75,UK-LDN,362050,10,Cinema,no
2017-12-31,Emma Watson,13.4,UK-LDN,454222,17,Cinema,yes
2018-01-31,Emma Watson,12.75,UK-LDN,534202,15,Cinema,yes
2018-02-28,Emma Watson,10.5,UK-LDN,343593,10,Cinema,no
2018-03-31,Emma Watson,12.5,UK-LDN,392995,15,Cinema,no
2018-04-30,Emma Watson,10.0,UK-LDN,355700,10,Cinema,no
2018-05-31,Emma Watson,8.75,UK-LDN,331129,3,Cinema,no
2018-06-30,Emma Watson,8.75,UK-LDN,303970,4,Cinema,no
2018-07-31,Emma Watson,9.4,UK-LDN,378213,15,Cinema,no
2018-08-31,Emma Watson,9.0,UK-LDN,340365,15,Cinema,no
2018-09-30,Emma Watson,8.6,UK-LDN,348607,6,Cinema,no
2018-10-31,Emma Watson,9.5,UK-LDN,349329,31,Cinema,no
2018-11-30,Emma Watson,10.75,UK-LDN,404159,17,Cinema,yes
2018-12-31,Emma Watson,10.6,UK-LDN,414761,8,Cinema,yes
2019-01-31,Emma Watson,9.25,UK-LDN,438933,18,Cinema,yes
2019-02-28,Emma Watson,8.75,UK-LDN,333853,10,Cinema,no
2019-03-31,Emma Watson,8.2,UK-LDN,355753,3,Cinema,no
2019-04-30,Emma Watson,9.0,UK-LDN,327185,8,Cinema,no
2019-05-31,Emma Watson,7.5,UK-LDN,307316,6,Cinema,no
2019-06-30,Emma Watson,8.2,UK-LDN,292511,6,Cinema,no
2019-07-31,Emma Watson,8.0,UK-LDN,318876,5,Cinema,no
2019-08-31,Emma Watson,9.5,UK-LDN,363787,23,Cinema,no
2019-09-30,Emma Watson,7.2,UK-LDN,310691,10,Cinema,no
2019-10-31,Emma Watson,7.5,UK-LDN,300394,4,Cinema,no
2019-11-30,Emma Watson,10.25,UK-LDN,431749,28,Cinema,yes
2019-12-31,Emma Watson,10.4,UK-LDN,440177,31,Cinema,yes
2020-01-31,Emma Watson,8.75,UK-LDN,427214,11,Cinema,yes
2020-02-29,Emma Watson,7.75,UK-LDN,302583,20,Cinema,no
2020-03-31,Emma Watson,9.6,UK-LDN,382820,9,Cinema,no
2020-04-30,Emma Watson,15.75,UK-LDN,661559,12,Cinema,yes
2020-05-31,Emma Watson,11.8,UK-LDN,470293,6,Cinema,yes
2020-06-30,Emma Watson,10.75,UK-LDN,414220,36,Cinema,yes
2020-07-31,Emma Watson,9.5,UK-LDN,387207,12,Cinema,no
2020-08-31,Emma Watson,10.0,UK-LDN,422260,9,Cinema,yes
2020-09-30,Emma Watson,12.5,UK-LDN,458134,13,Cinema,yes
2020-10-31,Emma Watson,10.75,UK-LDN,433772,17,Cinema,yes
2020-11-30,Emma Watson,11.6,UK-LDN,460345,10,Cinema,yes
2020-12-31,Emma Watson,13.25,UK-LDN,496808,117,Cinema,yes
2016-01-31,Cristiano Ronaldo,19.8,PT,843255,73,Sports,yes
2016-02-29,Cristiano Ronaldo,19.0,PT,835274,53,Sports,yes
2016-03-31,Cristiano Ronaldo,17.5,PT,798209,117,Sports,yes
2016-04-30,Cristiano Ronaldo,22.75,PT,986517,199,Sports,yes
2016-05-31,Cristiano Ronaldo,20.8,PT,986121,58,Sports,yes
2016-06-30,Cristiano Ronaldo,32.5,PT,1596094,0,Sports,yes
2016-07-31,Cristiano Ronaldo,37.4,PT,1924266,0,Sports,yes
2016-08-31,Cristiano Ronaldo,16.75,PT,627738,0,Sports,yes
2016-09-30,Cristiano Ronaldo,16.0,PT,622803,0,Sports,yes
2016-10-31,Cristiano Ronaldo,15.0,PT,726290,0,Sports,yes
2016-11-30,Cristiano Ronaldo,19.25,PT,818368,0,Sports,yes
2016-12-31,Cristiano Ronaldo,20.5,PT,945395,0,Sports,yes
2017-01-31,Cristiano Ronaldo,14.8,PT,834319,117,Sports,yes
2017-02-28,Cristiano Ronaldo,13.0,PT,688524,45,Sports,yes
2017-03-31,Cristiano Ronaldo,14.75,PT,810009,71,Sports,yes
2017-04-30,Cristiano Ronaldo,20.4,PT,1121041,84,Sports,yes
2017-05-31,Cristiano Ronaldo,19.25,PT,1262604,75,Sports,yes
2017-06-30,Cristiano Ronaldo,30.5,PT,1721269,108,Sports,yes
2017-07-31,Cristiano Ronaldo,16.6,PT,827818,0,Sports,yes
2017-08-31,Cristiano Ronaldo,18.0,PT,879515,0,Sports,yes
2017-09-30,Cristiano Ronaldo,14.0,PT,803117,0,Sports,yes
2017-10-31,Cristiano Ronaldo,14.8,PT,912846,0,Sports,yes
2017-11-30,Cristiano Ronaldo,14.5,PT,869189,0,Sports,yes
2017-12-31,Cristiano Ronaldo,16.2,PT,909954,0,Sports,yes
2018-01-31,Cristiano Ronaldo,14.5,PT,826087,47,Sports,yes
2018-02-28,Cristiano Ronaldo,14.25,PT,928490,53,Sports,yes
2018-03-31,Cristiano Ronaldo,15.5,PT,1104764,196,Sports,yes
2018-04-30,Cristiano Ronaldo,23.0,PT,1288839,137,Sports,yes
2018-05-31,Cristiano Ronaldo,19.75,PT,1378079,67,Sports,yes
2018-06-30,Cristiano Ronaldo,45.25,PT,4213122,0,Sports,yes
2018-07-31,Cristiano Ronaldo,57.2,PT,3436411,0,Sports,yes
2018-08-31,Cristiano Ronaldo,19.5,PT,1026597,0,Sports,yes
2018-09-30,Cristiano Ronaldo,22.2,PT,968377,0,Sports,yes
2018-10-31,Cristiano Ronaldo,18.75,PT,1120887,0,Sports,yes
2018-11-30,Cristiano Ronaldo,14.75,PT,845181,0,Sports,yes
2018-12-31,Cristiano Ronaldo,14.0,PT,875395,0,Sports,yes
2019-01-31,Cristiano Ronaldo,13.75,PT,1091279,76,Sports,yes
2019-02-28,Cristiano Ronaldo,14.5,PT,1286088,53,Sports,yes
2019-03-31,Cristiano Ronaldo,18.2,PT,1142218,52,Sports,yes
2019-04-30,Cristiano Ronaldo,15.5,PT,856601,91,Sports,yes
2019-05-31,Cristiano Ronaldo,12.0,PT,843668,137,Sports,yes
2019-06-30,Cristiano Ronaldo,12.6,PT,970014,91,Sports,yes
2019-07-31,Cristiano Ronaldo,11.0,PT,709482,0,Sports,yes
2019-08-31,Cristiano Ronaldo,11.25,PT,706118,0,Sports,yes
2019-09-30,Cristiano Ronaldo,12.0,PT,1068814,0,Sports,yes
2019-10-31,Cristiano Ronaldo,11.0,PT,931713,0,Sports,yes
2019-11-30,Cristiano Ronaldo,12.0,PT,840371,0,Sports,yes
2019-12-31,Cristiano Ronaldo,14.2,PT,868299,0,Sports,yes
2020-01-31,Cristiano Ronaldo,11.75,PT,840426,78,Sports,yes
2020-02-29,Cristiano Ronaldo,14.0,PT,937922,51,Sports,yes
2020-03-31,Cristiano Ronaldo,13.2,PT,737766,17,Sports,yes
2020-04-30,Cristiano Ronaldo,9.75,PT,879573,36,Sports,yes
2020-05-31,Cristiano Ronaldo,8.8,PT,740784,34,Sports,yes
2020-06-30,Cristiano Ronaldo,10.5,PT,780087,45,Sports,yes
2020-07-31,Cristiano Ronaldo,11.25,PT,1169358,74,Sports,yes
2020-08-31,Cristiano Ronaldo,13.2,PT,1043578,22,Sports,yes
2020-09-30,Cristiano Ronaldo,9.75,PT,931601,105,Sports,yes
2020-10-31,Cristiano Ronaldo,14.5,PT,804033,38,Sports,yes
2020-11-30,Cristiano Ronaldo,11.0,PT,900171,0,Sports,yes
2020-12-31,Cristiano Ronaldo,13.5,PT,1060875,0,Sports,yes
2016-01-31,William Shakespeare,24.4,UK-LDN,578677,15,Poet,yes
2016-02-29,William Shakespeare,25.75,UK-LDN,491626,6,Poet,yes
2016-03-31,William Shakespeare,25.0,UK-LDN,504201,10,Poet,yes
2016-04-30,William Shakespeare,54.75,UK-LDN,1539761,26,Poet,yes
2016-05-31,William Shakespeare,29.2,UK-LDN,634924,6,Poet,yes
2016-06-30,William Shakespeare,23.75,UK-LDN,521885,4,Poet,yes
2016-07-31,William Shakespeare,20.2,UK-LDN,372517,1,Poet,no
2016-08-31,William Shakespeare,16.25,UK-LDN,344529,5,Poet,no
2016-09-30,William Shakespeare,19.5,UK-LDN,416260,16,Poet,yes
2016-10-31,William Shakespeare,21.2,UK-LDN,492545,7,Poet,yes
2016-11-30,William Shakespeare,21.0,UK-LDN,511842,2,Poet,yes
2016-12-31,William Shakespeare,18.5,UK-LDN,447118,4,Poet,yes
2017-01-31,William Shakespeare,22.4,UK-LDN,565863,14,Poet,yes
2017-02-28,William Shakespeare,23.5,UK-LDN,465552,11,Poet,yes
2017-03-31,William Shakespeare,23.5,UK-LDN,488101,2,Poet,yes
2017-04-30,William Shakespeare,24.4,UK-LDN,505791,11,Poet,yes
2017-05-31,William Shakespeare,22.5,UK-LDN,496308,1,Poet,yes
2017-06-30,William Shakespeare,19.0,UK-LDN,550587,7,Poet,yes
2017-07-31,William Shakespeare,16.8,UK-LDN,510510,20,Poet,yes
2017-08-31,William Shakespeare,15.25,UK-LDN,356585,4,Poet,no
2017-09-30,William Shakespeare,17.25,UK-LDN,408290,7,Poet,yes
2017-10-31,William Shakespeare,20.0,UK-LDN,453813,8,Poet,yes
2017-11-30,William Shakespeare,19.75,UK-LDN,448948,4,Poet,yes
2017-12-31,William Shakespeare,16.6,UK-LDN,378879,390,Poet,no
2018-01-31,William Shakespeare,20.75,UK-LDN,501524,85,Poet,yes
2018-02-28,William Shakespeare,20.75,UK-LDN,432177,26,Poet,yes
2018-03-31,William Shakespeare,20.0,UK-LDN,433339,5,Poet,yes
2018-04-30,William Shakespeare,22.2,UK-LDN,518001,14,Poet,yes
2018-05-31,William Shakespeare,21.25,UK-LDN,474350,3,Poet,yes
2018-06-30,William Shakespeare,16.75,UK-LDN,444875,11,Poet,yes
2018-07-31,William Shakespeare,15.6,UK-LDN,382681,5,Poet,no
2018-08-31,William Shakespeare,16.5,UK-LDN,341988,7,Poet,no
2018-09-30,William Shakespeare,16.8,UK-LDN,391867,10,Poet,no
2018-10-31,William Shakespeare,17.25,UK-LDN,494613,8,Poet,yes
2018-11-30,William Shakespeare,18.25,UK-LDN,437446,11,Poet,yes
2018-12-31,William Shakespeare,15.2,UK-LDN,374024,3,Poet,no
2019-01-31,William Shakespeare,19.25,UK-LDN,493702,4,Poet,yes
2019-02-28,William Shakespeare,20.25,UK-LDN,429705,4,Poet,yes
2019-03-31,William Shakespeare,20.6,UK-LDN,412699,0,Poet,yes
2019-04-30,William Shakespeare,21.5,UK-LDN,452763,5,Poet,yes
2019-05-31,William Shakespeare,19.0,UK-LDN,433274,9,Poet,yes
2019-06-30,William Shakespeare,15.6,UK-LDN,431481,6,Poet,yes
2019-07-31,William Shakespeare,16.0,UK-LDN,350103,11,Poet,no
2019-08-31,William Shakespeare,14.5,UK-LDN,337643,7,Poet,no
2019-09-30,William Shakespeare,15.6,UK-LDN,397274,3,Poet,yes
2019-10-31,William Shakespeare,16.5,UK-LDN,442788,4,Poet,yes
2019-11-30,William Shakespeare,17.25,UK-LDN,424198,9,Poet,yes
2019-12-31,William Shakespeare,13.6,UK-LDN,347505,3,Poet,no
2020-01-31,William Shakespeare,18.25,UK-LDN,451462,2,Poet,yes
2020-02-29,William Shakespeare,19.25,UK-LDN,399870,1,Poet,yes
2020-03-31,William Shakespeare,18.0,UK-LDN,394130,3,Poet,no
2020-04-30,William Shakespeare,20.5,UK-LDN,504643,6,Poet,yes
2020-05-31,William Shakespeare,17.6,UK-LDN,401252,5,Poet,yes
2020-06-30,William Shakespeare,13.75,UK-LDN,322718,10,Poet,no
2020-07-31,William Shakespeare,11.75,UK-LDN,276543,5,Poet,no
2020-08-31,William Shakespeare,11.4,UK-LDN,282424,3,Poet,no
2020-09-30,William Shakespeare,14.25,UK-LDN,348995,6,Poet,no
2020-10-31,William Shakespeare,13.0,UK-LDN,375182,7,Poet,no
2020-11-30,William Shakespeare,13.4,UK-LDN,442484,9,Poet,yes
2020-12-31,William Shakespeare,14.0,UK-LDN,442498,12,Poet,yes
2016-01-31,Leonardo da Vinci,42.0,IT,418052,23,Science,yes
2016-02-29,Leonardo da Vinci,45.0,IT,366649,8,Science,yes
2016-03-31,Leonardo da Vinci,42.5,IT,376098,20,Science,yes
2016-04-30,Leonardo da Vinci,46.0,IT,391692,9,Science,yes
2016-05-31,Leonardo da Vinci,44.0,IT,389373,4,Science,yes
2016-06-30,Leonardo da Vinci,35.5,IT,288063,9,Science,yes
2016-07-31,Leonardo da Vinci,29.0,IT,243386,13,Science,yes
2016-08-31,Leonardo da Vinci,31.75,IT,272222,17,Science,yes
2016-09-30,Leonardo da Vinci,39.75,IT,348170,5,Science,yes
2016-10-31,Leonardo da Vinci,45.0,IT,372526,6,Science,yes
2016-11-30,Leonardo da Vinci,38.75,IT,360340,11,Science,yes
2016-12-31,Leonardo da Vinci,33.5,IT,340076,2,Science,yes
2017-01-31,Leonardo da Vinci,36.0,IT,386567,7,Science,yes
2017-02-28,Leonardo da Vinci,37.5,IT,358147,7,Science,yes
2017-03-31,Leonardo da Vinci,38.0,IT,374039,4,Science,yes
2017-04-30,Leonardo da Vinci,38.6,IT,351953,6,Science,yes
2017-05-31,Leonardo da Vinci,37.0,IT,360036,3,Science,yes
2017-06-30,Leonardo da Vinci,29.75,IT,262536,20,Science,yes
2017-07-31,Leonardo da Vinci,26.2,IT,242861,6,Science,yes
2017-08-31,Leonardo da Vinci,29.75,IT,271127,15,Science,yes
2017-09-30,Leonardo da Vinci,36.0,IT,317289,6,Science,yes
2017-10-31,Leonardo da Vinci,41.8,IT,397376,0,Science,yes
2017-11-30,Leonardo da Vinci,56.5,IT,550456,33,Science,yes
2017-12-31,Leonardo da Vinci,35.2,IT,332396,6,Science,yes
2018-01-31,Leonardo da Vinci,38.75,IT,359100,8,Science,yes
2018-02-28,Leonardo da Vinci,37.5,IT,320867,3,Science,yes
2018-03-31,Leonardo da Vinci,39.0,IT,348894,15,Science,yes
2018-04-30,Leonardo da Vinci,38.4,IT,348678,8,Science,yes
2018-05-31,Leonardo da Vinci,36.25,IT,366983,8,Science,yes
2018-06-30,Leonardo da Vinci,29.0,IT,282207,3,Science,yes
2018-07-31,Leonardo da Vinci,25.2,IT,262171,3,Science,yes
2018-08-31,Leonardo da Vinci,29.5,IT,286974,6,Science,yes
2018-09-30,Leonardo da Vinci,42.8,IT,336934,13,Science,yes
2018-10-31,Leonardo da Vinci,35.75,IT,350639,18,Science,yes
2018-11-30,Leonardo da Vinci,34.75,IT,325843,37,Science,yes
2018-12-31,Leonardo da Vinci,32.2,IT,285236,9,Science,yes
2019-01-31,Leonardo da Vinci,38.25,IT,356643,31,Science,yes
2019-02-28,Leonardo da Vinci,43.5,IT,339966,14,Science,yes
2019-03-31,Leonardo da Vinci,43.4,IT,336293,19,Science,yes
2019-04-30,Leonardo da Vinci,54.25,IT,375518,9,Science,yes
2019-05-31,Leonardo da Vinci,47.0,IT,448290,97,Science,yes
2019-06-30,Leonardo da Vinci,34.8,IT,272902,32,Science,yes
2019-07-31,Leonardo da Vinci,29.25,IT,260313,13,Science,yes
2019-08-31,Leonardo da Vinci,34.5,IT,249728,23,Science,yes
2019-09-30,Leonardo da Vinci,39.8,IT,279099,18,Science,yes
2019-10-31,Leonardo da Vinci,48.5,IT,355475,42,Science,yes
2019-11-30,Leonardo da Vinci,46.25,IT,304868,13,Science,yes
2019-12-31,Leonardo da Vinci,36.2,IT,235948,24,Science,yes
2020-01-31,Leonardo da Vinci,38.75,IT,261172,10,Science,yes
2020-02-29,Leonardo da Vinci,39.75,IT,248013,14,Science,yes
2020-03-31,Leonardo da Vinci,36.6,IT,257896,28,Science,yes
2020-04-30,Leonardo da Vinci,54.25,IT,316377,6,Science,yes
2020-05-31,Leonardo da Vinci,39.6,IT,310213,16,Science,yes
2020-06-30,Leonardo da Vinci,28.75,IT,221906,15,Science,yes
2020-07-31,Leonardo da Vinci,26.75,IT,209362,58,Science,yes
2020-08-31,Leonardo da Vinci,31.0,IT,230980,20,Science,yes
2020-09-30,Leonardo da Vinci,34.5,IT,249446,53,Science,yes
2020-10-31,Leonardo da Vinci,31.75,IT,268122,16,Science,yes
2020-11-30,Leonardo da Vinci,29.6,IT,261306,16,Science,yes
2020-12-31,Leonardo da Vinci,27.5,IT,252163,22,Science,yes
2016-01-31,Michael Jackson,27.2,US-IN,677423,54,Music,yes
2016-02-29,Michael Jackson,28.25,US-IN,793961,44,Music,yes
2016-03-31,Michael Jackson,25.75,US-IN,731802,48,Music,yes
2016-04-30,Michael Jackson,31.75,US-IN,1032009,59,Music,yes
2016-05-31,Michael Jackson,26.4,US-IN,700047,47,Music,yes
2016-06-30,Michael Jackson,33.0,US-IN,712850,44,Music,yes
2016-07-31,Michael Jackson,24.6,US-IN,549512,20,Music,yes
2016-08-31,Michael Jackson,24.25,US-IN,652715,70,Music,yes
2016-09-30,Michael Jackson,24.25,US-IN,568720,40,Music,yes
2016-10-31,Michael Jackson,23.6,US-IN,603707,18,Music,yes
2016-11-30,Michael Jackson,21.5,US-IN,588589,47,Music,yes
2016-12-31,Michael Jackson,24.25,US-IN,754283,9,Music,yes
2017-01-31,Michael Jackson,24.8,US-IN,833350,68,Music,yes
2017-02-28,Michael Jackson,25.25,US-IN,736937,17,Music,yes
2017-03-31,Michael Jackson,23.5,US-IN,754572,40,Music,yes
2017-04-30,Michael Jackson,22.4,US-IN,607109,53,Music,yes
2017-05-31,Michael Jackson,26.0,US-IN,776555,41,Music,yes
2017-06-30,Michael Jackson,26.25,US-IN,733047,22,Music,yes
2017-07-31,Michael Jackson,23.8,US-IN,626438,45,Music,yes
2017-08-31,Michael Jackson,26.0,US-IN,743497,21,Music,yes
2017-09-30,Michael Jackson,22.25,US-IN,606184,43,Music,yes
2017-10-31,Michael Jackson,23.8,US-IN,658713,25,Music,yes
2017-11-30,Michael Jackson,22.75,US-IN,668358,17,Music,yes
2017-12-31,Michael Jackson,22.8,US-IN,655727,26,Music,yes
2018-01-31,Michael Jackson,21.75,US-IN,709445,11,Music,yes
2018-02-28,Michael Jackson,22.0,US-IN,701627,12,Music,yes
2018-03-31,Michael Jackson,22.0,US-IN,712339,13,Music,yes
2018-04-30,Michael Jackson,22.4,US-IN,670916,24,Music,yes
2018-05-31,Michael Jackson,23.75,US-IN,773454,30,Music,yes
2018-06-30,Michael Jackson,27.25,US-IN,910362,17,Music,yes
2018-07-31,Michael Jackson,24.4,US-IN,714326,17,Music,yes
2018-08-31,Michael Jackson,33.25,US-IN,995478,18,Music,yes
2018-09-30,Michael Jackson,24.0,US-IN,687270,18,Music,yes
2018-10-31,Michael Jackson,24.25,US-IN,648705,19,Music,yes
2018-11-30,Michael Jackson,24.25,US-IN,692216,65,Music,yes
2018-12-31,Michael Jackson,24.8,US-IN,730227,27,Music,yes
2019-01-31,Michael Jackson,26.75,US-IN,841013,66,Music,yes
2019-02-28,Michael Jackson,27.75,US-IN,842082,154,Music,yes
2019-03-31,Michael Jackson,61.6,US-IN,2458886,280,Music,yes
2019-04-30,Michael Jackson,25.5,US-IN,659009,0,Music,yes
2019-05-31,Michael Jackson,22.75,US-IN,604227,0,Music,yes
2019-06-30,Michael Jackson,25.2,US-IN,732783,0,Music,yes
2019-07-31,Michael Jackson,20.5,US-IN,556577,0,Music,yes
2019-08-31,Michael Jackson,21.75,US-IN,565808,0,Music,yes
